type,date(yyyyMMddHHmmss),author,latitude,longitude, location,major_event,sentiment,message
mbdata,2.01401E+13,KronosQuoth,,,,,,To be successful you must accept all challenges that come your way. You can't just accept the ones you like.  #POKRally #HI
mbdata,2.01401E+13,KronosQuoth,,,,,,The road to success and the road to failure are almost exactly the same.  #POKRally #HI
mbdata,2.01401E+13,KronosQuoth,,,,,,It does not matter how slowly you go as long as you do not stop.  #KronosStar #POKRally
mbdata,2.01401E+13,KronosQuoth,,,,,,You measure the size of the accomplishment by the obstacles you had to overcome to reach your goals.  #POKRally #HI
mbdata,2.01401E+13,wireHead1122,,,,,,RT @truccotrucco someones out of the van! is it over?
mbdata,2.01401E+13,dtennent,,,,,,RT @megaMan @ben ITS THE SECOND VAN GUY!
mbdata,2.01401E+13,lordWally,,,,,,RT @AbilaAllFaith #cookies #counseling available to those in need #dancingdolphinfire
mbdata,2.01401E+13,lindyT,,,,,,RT @truccotrucco other guy is out of the van! its over theyre giving up! #standoff
mbdata,2.01401E+13,supplementsRule,,,,,,Can u believ what they did on Arrested Relationships? #arrested #tv
mbdata,2.01401E+13,truccotrucco,36.059,24.856,,,,everybody's safe cops got the bad guys and the hostages are safe #standoff
mbdata,2.01401E+13,brontes_riff,,,,,,"Oh yeah sure, they gave up..yeah right"
mbdata,2.01401E+13,megaMan,,,,,,"Hey nice win for the police - two bad guys caught, two hostages saved #TAG"
mbdata,2.01401E+13,AbilaPost,,,,,,stand off ends peacefully?at gelato galore #APD has arrested 2 suspects and at least 2 hostages rescued & safe #AbilaPost
mbdata,2.01401E+13,sofitees,36.059,24.857,,,,i think there giving up 2 people hands up got out of the van guy & girl
ccdata,2.01401E+13,,,,Egeou St / Parla St,,,SUBJECT STOP
mbdata,2.01401E+13,KronosQuoth,,,,,,"The whole secret of a successful life is to find out what is one's destiny to do, and then do it.  #POKRally #HI"
mbdata,2.01401E+13,KronosQuoth,,,,,,You've got to get up every morning with determination if you're going to go to bed with satisfaction.  #POKRally #HI
mbdata,2.01401E+13,KronosQuoth,,,,,,An unexamined life is not worth living.  #KronosStar #POKRally
mbdata,2.01401E+13,KronosQuoth,,,,,,All progress takes place outside the comfort zone.  #POKRally #HI
mbdata,2.01401E+13,Clevvah4Evah,,,,,,Stop making mute points! #POK #Rally #Grammar
mbdata,2.01401E+13,wiseWords,,,,,,"RT @HomelandIlluminations Fire officials still on site, report fire is under control. #HI"
mbdata,2.01401E+13,KronosQuoth,,,,,,"Whenever you see a successful person you only see the public glories, never the private sacrifices to reach them.  #POKRally #HI"
mbdata,2.01401E+13,brontes_riff,,,,,,Looks like the mind control works. If I start talking about how great the government you'll know they got to me
mbdata,2.01401E+13,megaMan,,,,,,"Thanks for the support, followers! Time to exit! #TAG"
mbdata,2.01401E+13,CentralBulletin,,,,,,stand off ends peacefully 2 arrested and 2 hostages saved #Abila #CentralBulletin
mbdata,2.01401E+13,KronosQuoth,,,,,,Too many of us are not living our dreams because we are living our fears.  #KronosStar #POKRally
mbdata,2.01401E+13,courage4life,,,,,,RT @megaMan Police are taking two van guys into waiting car #TAG
mbdata,2.01401E+13,KronosQuoth,,,,,,"If you want to make a permanent change, stop focusing on the size of your problems and start focusing on the size of you!  #POKRally #HI"
mbdata,2.01401E+13,KronosQuoth,,,,,,Eighty percent of success is showing up.  #KronosStar #POKRally
mbdata,2.01401E+13,Clevvah4Evah,,,,,,Don't be disinterested in the movie! #POK #Rally #Grammar
mbdata,2.01401E+13,truccotrucco,36.059,24.856,,,,therye letting us goo finallly! im still shaking! #standoff
mbdata,2.01401E+13,FriendsOfKronos,,,,,,two hostages saved two terrorists arrested
mbdata,2.01401E+13,panopticon,,,,,,they finally gave up #standoffover #APD
ccdata,2.01401E+13,,,,Exadakitiou Way / Rist Way,,,CHECK ON HAZARD
mbdata,2.01401E+13,Clevvah4Evah,,,,,,Your spelling and grammer are atrotious #POK #Rally #Grammar
mbdata,2.01401E+13,KronosQuoth,,,,,,"Your time is limited, so dont waste it living someone elses life.  #KronosStar #POKRally"
mbdata,2.01401E+13,KronosQuoth,,,,,,"When everything seems to be going against you, remember that the airplane takes off against the wind, not with it.  #KronosStar #POKRally"
mbdata,2.01401E+13,KronosQuoth,,,,,,Evolution inspires incredible phenomena #POKRally #HI
mbdata,2.01401E+13,KronosQuoth,,,,,,"You may be disappointed if you fail, but you are doomed if you dont try.  #KronosStar #POKRally"
mbdata,2.01401E+13,KronosQuoth,,,,,,If you are not willing to risk the usual you will have to settle for the ordinary.  #POKRally #HI
mbdata,2.01401E+13,KronosQuoth,,,,,,Every strike brings me closer to the next home run.  #KronosStar #POKRally
mbdata,2.01401E+13,KronosQuoth,,,,,,"The ones who are crazy enough to think they can change the world, are the ones that do.  #POKRally #HI"
mbdata,2.01401E+13,hotdrugs225,,,,,,discount drugs with no prescription required  cheapdrugs.kronos/meds #meds #abila
mbdata,2.01401E+13,joyce101,,,,,,"RT @brontes_riff Oh yeah sure, they gave up..yeah right"
mbdata,2.01401E+13,brain448,,,,,,RT @AbilaPost stand off ends peacefully?at gelato galore #APD has arrested 2 suspects and at least 2 hostages rescued & safe #AbilaPost
mbdata,2.01401E+13,KronosQuoth,,,,,,Real difficulties can be overcome; it is only the imaginary ones that are unconquerable.  #POKRally #HI
mbdata,2.01401E+13,KronosQuoth,,,,,,You can never cross the ocean until you have the courage to lose sight of the shore.  #KronosStar #POKRally
mbdata,2.01401E+13,KronosQuoth,,,,,,You must expect great things of yourself before you can do them.  #POKRally #HI
mbdata,2.01401E+13,KronosQuoth,,,,,,To be successful you must accept all challenges that come your way. You can't just accept the ones you like.  #POKRally #HI
mbdata,2.01401E+13,cleaningFish,,,,,,Hostage to your job?Make $500/week click here money.kronos/sellstuff
mbdata,2.01401E+13,truccotrucco,36.059,24.856,,,,tahnks to APD standoff is over! #APDheroes
mbdata,2.01401E+13,AbilaPost,,,,,,one male and one female have surrendered to #APD two female hostages have been rescued #AbilaPost
mbdata,2.01401E+13,MarcusDrymiau,,,,,,someone finally surrendered #standoff #over
mbdata,2.01401E+13,prettyRain,,,,,,it's over!!!!
mbdata,2.01401E+13,roger_roger,,,,,,almost out of here
ccdata,2.01401E+13,,,,N. Limnou St / N. Alm St,,,PROWLER
mbdata,2.01401E+13,KronosQuoth,,,,,,"Life is not measured by the number of breaths we take, but by the moments that take our breath away.  #KronosStar #POKRally"
mbdata,2.01401E+13,KronosQuoth,,,,,,"Waste not, want not  #KronosStar #POKRally"
mbdata,2.01401E+13,KronosQuoth,,,,,,Only put off until tomorrow what you are willing to die having left undone.  #POKRally #HI
mbdata,2.01401E+13,KronosQuoth,,,,,,Intuition influences your own observations #POKRally #HI
mbdata,2.01401E+13,brain448,,,,,,RT @panopticon they finally gave up #standoffover #APD
mbdata,2.01401E+13,dtennent,,,,,,RT @AbilaPost stand off ends peacefully?at gelato galore #APD has arrested 2 suspects and at least 2 hostages rescued & safe #AbilaPost
mbdata,2.01401E+13,truccotrucco,36.059,24.856,,,,cant belive it a peaceful ending after a shootout! #stillshaking
mbdata,2.01401E+13,FriendsOfKronos,,,,,,one male one female terrorist surrender #POK
mbdata,2.01401E+13,AbilaPost,,,,,,Great work #APD! negotiated a peaceful end to a tense standoff #AbilaPost
mbdata,2.01401E+13,CentralBulletin,,,,,,one male and one female surrendered 2 female hostages saved #Abila #CentralBulletin
mbdata,2.01401E+13,AbilaPoliceDepartment,,,,,,The hostage situation has been resolved. Names of the hostages are not being released until families can be notified. #APD
mbdata,2.01401E+13,panopticon,,,,,,a man and woman have surrended to police two more people have left the van i think there hostages
mbdata,2.01401E+13,prettyRain,,,,,,OMGOPMGOMGthank you thank you thank you
ccdata,2.01401E+13,,,,2299 N. Finiatur St,,,DRUNK SUBJECT
mbdata,2.01401E+13,plasticParts,,,,,,"RT @megaMan Thanks for the support, followers! Time to exit! #TAG"
mbdata,2.01401E+13,KronosQuoth,,,,,,Successful entrepreneurs are givers and not takers of positive energy.  #POKRally #HI
mbdata,2.01401E+13,KronosQuoth,,,,,,Do one thing every day that scares you.  #POKRally #HI
mbdata,2.01401E+13,KronosQuoth,,,,,,"You may be disappointed if you fail, but you are doomed if you dont try.  #KronosStar #POKRally"
mbdata,2.01401E+13,KronosQuoth,,,,,,Every strike brings me closer to the next home run.  #KronosStar #POKRally
mbdata,2.01401E+13,FriendsOfKronos,,,,,,great work APD you negotiated with terrorists - bullets are swift justice #POK
mbdata,2.01401E+13,KronosQuoth,,,,,,We can easily forgive a child who is afraid of the dark; the real tragedy of life is when men are afraid of the light.  #KronosStar #POKRally
mbdata,2.01401E+13,slamrjamr,,,,,,RT @MarcusDrymiau someone finally surrendered #standoff #over
mbdata,2.01401E+13,AbilaPost,,,,,,fire @dancingdolphin appears to be under control #AFD?& #APD?are still on site #AbilaPost
mbdata,2.01401E+13,HomelandIlluminations,,,,,,Officials report fire is controlled.  No word yet on when nearby residents can return to their homes. #HI
mbdata,2.01401E+13,GreyCatCollectibles,,,,,,Mom cant take us - #allergictofurballs
mbdata,2.01401E+13,truccotrucco,36.059,24.856,,,,can anybody give me ride? #stillshaking
mbdata,2.01401E+13,praise111,,,,,,prayers have been answered a peaceful end to the hostage situation
mbdata,2.01401E+13,AbilaPost,,,,,,#APD have still not released names of suspects arrested at stand off #AbilaPost
mbdata,2.01401E+13,panopticon,,,,,,does anytbody konw what this was about? they were shooting at cops #standoff #gelatogalore
mbdata,2.01401E+13,sofitees,36.059,24.857,,,,looks like it ended peaceful after the shots at first hope that cop is OK
mbdata,2.01401E+13,Simon_Hamaeth,,,,,,seems like its over now #standoff
ccdata,2.01401E+13,,,,1122 N. Maskin St,,,CRIME SCENE INVESTIGATION-REQUEST-ADDITIONAL UNITS-LOCATION/DWELLING OF INTEREST
mbdata,2.01401E+13,vonneka,,,,,,RT @CentralBulletin stand off ends peacefully 2 arrested and 2 hostages saved #Abila #CentralBulletin
mbdata,2.01401E+13,KronosQuoth,,,,,,No masterpiece was ever created by a lazy artist. #POKRally #HI
mbdata,2.01401E+13,eazymoney,,,,,,discount drugs with no prescription required  cheapdrugs.kronos/meds #meds #abila
mbdata,2.01401E+13,KronosQuoth,,,,,,I didnt fail the test. I just found 100 ways to do it wrong.  #KronosStar #POKRally
mbdata,2.01401E+13,microBanana,,,,,,RT @HomelandIlluminations Officials report fire is controlled.  No word yet on when nearby residents can return to their homes. #HI
mbdata,2.01401E+13,brain448,,,,,,RT @AbilaPost #APD have still not released names of suspects arrested at stand off #AbilaPost
mbdata,2.01401E+13,ninjabob,,,,,,RT @AbilaPost #APD have still not released names of suspects arrested at stand off #AbilaPost
mbdata,2.01401E+13,klingon4real,,,,,,RT @AbilaPost #APD have still not released names of suspects arrested at stand off #AbilaPost
mbdata,2.01401E+13,CentralBulletin,,,,,,fire at dancing dolphin under control fire & police still on scene #Abila #CentralBulletin
mbdata,2.01401E+13,pashmina887,,,,,,New evidence found - aliens among us! aliens.kronos/amongus #evidence #aliens
mbdata,2.01401E+13,FriendsOfKronos,,,,,,stand off with POK terrorists ends without more violence
mbdata,2.01401E+13,livin4HigherPower,,,,,,Happy ending in the hostage situatoin #prayersAnswered
mbdata,2.01401E+13,CentralBulletin,,,,,,names of suspects arrested at stand off not released yet #Abila #CentralBulletin
mbdata,2.01401E+13,MarcusDrymiau,,,,,,hostages are rescued! #happyending
mbdata,2.01401E+13,roger_roger,,,,,,guess there were more hostages than just us
mbdata,2.01401E+13,KronosQuoth,,,,,,"Build your own dreams, or someone else will hire you to build theirs.  #KronosStar #POKRally"
mbdata,2.01401E+13,KronosQuoth,,,,,,Develop success from failures. Discouragement and failure are two of the surest stepping stones to success.  #POKRally #HI
mbdata,2.01401E+13,KronosQuoth,,,,,,"Success is...knowing your purpose in life, growing to reach your maximum potential, and sowing seeds that benefit others.  #POKRally #HI"
mbdata,2.01401E+13,soup4u,,,,,,RT @AbilaPost Great work #APD! negotiated a peaceful end to a tense standoff #AbilaPost
mbdata,2.01401E+13,KronosQuoth,,,,,,Change your thoughts and you change your world.  #KronosStar #POKRally
mbdata,2.01401E+13,KronosQuoth,,,,,,The meaning of life is to find your gift. The purpose of life is to give it away.  #POKRally #HI
mbdata,2.01401E+13,FriendsOfKronos,,,,,,suspects? terrorists names have not been released #POK
mbdata,2.01401E+13,AbilaPost,,,,,,#APD have declined to release names of hostages #AbilaPost
mbdata,2.01401E+13,prettyRain,,,,,,I'm okay - it was scarey but we made it ok
mbdata,2.01401E+13,roger_roger,,,,,,lame they wnat us to stay and give statements
mbdata,2.01401E+13,KronosQuoth,,,,,,Real difficulties can be overcome; it is only the imaginary ones that are unconquerable.  #POKRally #HI
mbdata,2.01401E+13,KronosQuoth,,,,,,No one can make you feel inferior without your consent.  #POKRally #HI
mbdata,2.01401E+13,KronosQuoth,,,,,,"Don't raise your voice, improve your argument.  #POKRally #HI"
mbdata,2.01401E+13,KronosQuoth,,,,,,No masterpiece was ever created by a lazy artist. #POKRally #HI
mbdata,2.01401E+13,dtennent,,,,,,RT @GreyCatCollectibles Mom cant take us - #allergictofurballs
mbdata,2.01401E+13,wiseWords,,,,,,RT @praise111 prayers have been answered a peaceful end to the hostage situation
mbdata,2.01401E+13,gardener4958,,,,,,RT @AbilaPost #APD have still not released names of suspects arrested at stand off #AbilaPost
mbdata,2.01401E+13,lindyT,,,,,,RT @AbilaPost #APD have still not released names of suspects arrested at stand off #AbilaPost
mbdata,2.01401E+13,dtennent,,,,,,RT @AbilaPost #APD have still not released names of suspects arrested at stand off #AbilaPost
mbdata,2.01401E+13,slamrjamr,,,,,,RT @CentralBulletin fire at dancing dolphin under control fire & police still on scene #Abila #CentralBulletin
mbdata,2.01401E+13,soup4u,,,,,,RT @CentralBulletin fire at dancing dolphin under control fire & police still on scene #Abila #CentralBulletin
mbdata,2.01401E+13,jaques,,,,,,RT @CentralBulletin names of suspects arrested at stand off not released yet #Abila #CentralBulletin
mbdata,2.01401E+13,ninjabob,,,,,,RT @AbilaPost Great work #APD! negotiated a peaceful end to a tense standoff #AbilaPost
mbdata,2.01401E+13,phantomagate,,,,,,RT @AbilaPost Great work #APD! negotiated a peaceful end to a tense standoff #AbilaPost
mbdata,2.01401E+13,muppiesRock,,,,,,RT @panopticon a man and woman have surrended to police two more people have left the van i think there hostages
mbdata,2.01401E+13,microBanana,,,,,,RT @prettyRain OMGOPMGOMGthank you thank you thank you
mbdata,2.01401E+13,FriendsOfKronos,,,,,,APD wont release names bet you i can guess there employer #GASTECH
mbdata,2.01401E+13,KronosQuoth,,,,,,"If you genuinely want something, don't wait for it -- teach yourself to be impatient.  #POKRally #HI"
mbdata,2.01401E+13,ninjabob,,,,,,RT @FriendsOfKronos suspects? terrorists names have not been released #POK
mbdata,2.01401E+13,farmboy,,,,,,RT @AbilaPost #APD have declined to release names of hostages #AbilaPost
mbdata,2.01401E+13,stolkfair,,,,,,RT @FriendsOfKronos great work APD you negotiated with terrorists - bullets are swift justice #POK
mbdata,2.01401E+13,KronosQuoth,,,,,,Things work out best for those who make the best of how things work out.  #POKRally #HI
mbdata,2.01401E+13,KronosQuoth,,,,,,"Success is the sum of small efforts, repeated day-in and day-out.  #POKRally #HI"
mbdata,2.01401E+13,vetsRock,,,,,,RT @cleaningFish Hostage to your job?Make $500/week click here money.kronos/sellstuff
mbdata,2.01401E+13,rrWine,,,,,,RT @AbilaPost one male and one female have surrendered to #APD two female hostages have been rescued #AbilaPost
mbdata,2.01401E+13,KronosStar,,,,,,AFD says the neighboring buildings are likely not at risk. #KronosStar #DancingDolphinFire #AFDHeroes
mbdata,2.01401E+13,AbilaFireDept,,,,,,Abila Fire Department urges citizens to please avoid the Dancing Dolphin as fire is not completely controlled #AFD
mbdata,2.01401E+13,GreyCatCollectibles,,,,,,Sombody help us!!! #griefstricken
mbdata,2.01401E+13,omgponies,,,,,,so sad... #dansingdolphinfire How can I help?
mbdata,2.01401E+13,panopticon,,,,,,cops wont answer any questions im heading home #standoffover #bedtime
mbdata,2.01401E+13,prettyRain,,,,,,thank u for ur prayers
ccdata,2.01401E+13,,,,S. Mikonou St / S. Achilleos St,,,SUSPICIOUS SUBJECT/CIRCUMSTANCES-IN PROGRESS
mbdata,2.01401E+13,wireHead1122,,,,,,RT @CentralBulletin names of suspects arrested at stand off not released yet #Abila #CentralBulletin
mbdata,2.01401E+13,lordWally,,,,,,RT @CentralBulletin names of suspects arrested at stand off not released yet #Abila #CentralBulletin
mbdata,2.01401E+13,wireHead1122,,,,,,RT @CentralBulletin names of suspects arrested at stand off not released yet #Abila #CentralBulletin
mbdata,2.01401E+13,dragonRider1,,,,,,RT @FriendsOfKronos one male one female terrorist surrender #POK
mbdata,2.01401E+13,teresaJ,,,,,,RT @AbilaPost Great work #APD! negotiated a peaceful end to a tense standoff #AbilaPost
mbdata,2.01401E+13,vonneka,,,,,,RT @AbilaPost Great work #APD! negotiated a peaceful end to a tense standoff #AbilaPost
mbdata,2.01401E+13,KronosQuoth,,,,,,The only person you are destined to become is the person you decide to be.  #KronosStar #POKRally
mbdata,2.01401E+13,KronosQuoth,,,,,,Knowledge is being aware of what you can do. Wisdom is knowing when not to do it.  #POKRally #HI
mbdata,2.01401E+13,KronosQuoth,,,,,,The distance between insanity and genius is measured only by success.  #POKRally #HI
mbdata,2.01401E+13,KronosQuoth,,,,,,Definiteness of purpose is the starting point of all achievement.  #KronosStar #POKRally
mbdata,2.01401E+13,KronosQuoth,,,,,,"The function of leadership is to produce more leaders, not more followers.  #POKRally #HI"
mbdata,2.01401E+13,KronosQuoth,,,,,,You've got to get up every morning with determination if you're going to go to bed with satisfaction.  #POKRally #HI
mbdata,2.01401E+13,KronosQuoth,,,,,,Life is 10% what happens to me and 90% of how I react to it.  #KronosStar #POKRally
mbdata,2.01401E+13,henri,,,,,,RT @AbilaPost #APD have still not released names of suspects arrested at stand off #AbilaPost
mbdata,2.01401E+13,electricAvenue,,,,,,RT @CentralBulletin fire at dancing dolphin under control fire & police still on scene #Abila #CentralBulletin
mbdata,2.01401E+13,luvMyPants,,,,,,RT @CentralBulletin names of suspects arrested at stand off not released yet #Abila #CentralBulletin
mbdata,2.01401E+13,KronosQuoth,,,,,,Dream big and dare to fail.  #KronosStar #POKRally
mbdata,2.01401E+13,KronosQuoth,,,,,,You've got to get up every morning with determination if you're going to go to bed with satisfaction.  #POKRally #HI
mbdata,2.01401E+13,KronosQuoth,,,,,,You measure the size of the accomplishment by the obstacles you had to overcome to reach your goals.  #POKRally #HI
mbdata,2.01401E+13,Clevvah4Evah,,,,,,My hand hurts I think I have carpet tunnel #POK #Rally #Grammar
mbdata,2.01401E+13,klingon4real,,,,,,RT @KronosStar AFD says the neighboring buildings are likely not at risk. #KronosStar #DancingDolphinFire #AFDHeroes
mbdata,2.01401E+13,muppiesRock,,,,,,RT @KronosStar AFD says the neighboring buildings are likely not at risk. #KronosStar #DancingDolphinFire #AFDHeroes
mbdata,2.01401E+13,ninjabob,,,,,,RT @panopticon cops wont answer any questions im heading home #standoffover #bedtime
mbdata,2.01401E+13,brandonL,,,,,,RT @CentralBulletin fire at dancing dolphin under control fire & police still on scene #Abila #CentralBulletin
mbdata,2.01401E+13,brain448,,,,,,RT @CentralBulletin fire at dancing dolphin under control fire & police still on scene #Abila #CentralBulletin
mbdata,2.01401E+13,henri,,,,,,RT @CentralBulletin fire at dancing dolphin under control fire & police still on scene #Abila #CentralBulletin
mbdata,2.01401E+13,ninjabob,,,,,,RT @CentralBulletin names of suspects arrested at stand off not released yet #Abila #CentralBulletin
mbdata,2.01401E+13,redisrad,,,,,,#checkin #ouzerielian #comeondown
mbdata,2.01401E+13,AbilaAllFaith,,,,,,We are here for you in you #hourofneed
ccdata,2.01401E+13,,,,N. Pilau St / N. Diogenous St,,,TRAFFIC STOP
mbdata,2.01401E+13,KronosQuoth,,,,,,You cant fall if you dont climb.  But theres no joy in living your whole life on the ground.  #KronosStar #POKRally
mbdata,2.01401E+13,stolkfair,,,,,,RT @prettyRain I'm okay - it was scarey but we made it ok
mbdata,2.01401E+13,pinky,,,,,,RT @roger_roger lame they wnat us to stay and give statements
mbdata,2.01401E+13,KronosQuoth,,,,,,"Do what you can, where you are, with what you have.  #KronosStar #POKRally"
mbdata,2.01401E+13,lindyT,,,,,,RT @KronosStar AFD says the neighboring buildings are likely not at risk. #KronosStar #DancingDolphinFire #AFDHeroes
mbdata,2.01401E+13,stolkfair,,,,,,RT @KronosStar AFD says the neighboring buildings are likely not at risk. #KronosStar #DancingDolphinFire #AFDHeroes
mbdata,2.01401E+13,reggierockin776,,,,,,I trust this goodstuff.kronos/links #abilasFinest
mbdata,2.01401E+13,KronosQuoth,,,,,,Only put off until tomorrow what you are willing to die having left undone.  #POKRally #HI
mbdata,2.01401E+13,KronosQuoth,,,,,,Success is walking from failure to failure with no loss of enthusiasm.  #POKRally #HI
mbdata,2.01401E+13,KronosQuoth,,,,,,"If you do what you always did, you will get what you always got.  #POKRally #HI"
mbdata,2.01401E+13,phantomagate,,,,,,RT @redisrad #checkin #ouzerielian #comeondown
mbdata,2.01401E+13,KronosQuoth,,,,,,It is better to fail in originality than to succeed in imitation.  #POKRally #HI
mbdata,2.01401E+13,worldWatcher,,,,,,RT @KronosStar AFD says the neighboring buildings are likely not at risk. #KronosStar #DancingDolphinFire #AFDHeroes
mbdata,2.01401E+13,wiseWords,,,,,,RT @omgponies so sad... #dansingdolphinfire How can I help?
mbdata,2.01401E+13,KronosQuoth,,,,,,"Few things can help an individual more than to place responsibility on him, and to let him know that you trust him.   #KronosStar #POKRally"
mbdata,2.01401E+13,teresaJ,,,,,,RT @AbilaAllFaith We are here for you in you #hourofneed
mbdata,2.01401E+13,KronosQuoth,,,,,,It is never too late to be what you might have been.  #KronosStar #POKRally
mbdata,2.01401E+13,KronosQuoth,,,,,,You've got to get up every morning with determination if you're going to go to bed with satisfaction.  #POKRally #HI
mbdata,2.01401E+13,KronosQuoth,,,,,,Remember that not getting what you want is sometimes a wonderful stroke of luck.  #KronosStar #POKRally
mbdata,2.01401E+13,KronosQuoth,,,,,,Only put off until tomorrow what you are willing to die having left undone.  #POKRally #HI
mbdata,2.01401E+13,KronosStar,,,,,,There has been an explosion from inside the apartment building.  Several people are down. #KronosStar #DancingDolphinFire #AFDHeroes
mbdata,2.01401E+13,HomelandIlluminations,,,,,,Explosions reported from site of Dancing Dolphin fire. #HI
mbdata,2.01401E+13,AbilaFireDept,,,,,,Abila Fire Department reports an explosion at the Dancing Dolphin fire at Achilleos & Madeg #AFD
mbdata,2.01401E+13,GreyCatCollectibles,,,,,,OH NOOOOOOOOO that sounded like an explosion
mbdata,2.01401E+13,dangermice,36.059,24.894,,,,OMG was that an explosion ? #abilafire
mbdata,2.01401E+13,redisrad,,,,,,What was that? #boom
mbdata,2.01401E+13,KronosQuoth,,,,,,Education costs money.  But then so does ignorance.  #KronosStar #POKRally
mbdata,2.01401E+13,KronosQuoth,,,,,,If you are not willing to risk the usual you will have to settle for the ordinary.  #POKRally #HI
mbdata,2.01401E+13,KronosQuoth,,,,,,"The number one reason people fail in life is because they listen to their friends, family, and neighbors.  #POKRally #HI"
mbdata,2.01401E+13,KronosQuoth,,,,,,Change your thoughts and you change your world.  #KronosStar #POKRally
mbdata,2.01401E+13,AbilaPost,,,,,,unknown explosion heard from the @dancingdolphin #AbilaPost
mbdata,2.01401E+13,GreyCatCollectibles,,,,,,ohnoohnoohnoohnoohnoohnoohnoohnoohnoohno
ccdata,2.01401E+13,,,,S. Mikonou St / S. Achilleos St,,,MISDEMEANOR ASSAULT-IN PROGRESS
mbdata,2.01401E+13,KronosQuoth,,,,,,All progress takes place outside the comfort zone.  #POKRally #HI
mbdata,2.01401E+13,CentralBulletin,,,,,,explosion heard at dancing dolphin apartment #Abila #CentralBulletin
mbdata,2.01401E+13,aliceRocks,,,,,,that didnt sound good
mbdata,2.01401E+13,AbilaAllFaith,,,,,,May the Creator help us all
mbdata,2.01401E+13,KronosQuoth,,,,,,"When everything seems to be going against you, remember that the airplane takes off against the wind, not with it.  #KronosStar #POKRally"
mbdata,2.01401E+13,klingon4real,,,,,,RT @KronosStar There has been an explosion from inside the apartment building.  Several people are down. #KronosStar #DancingDolphinFire #AFDHeroes
mbdata,2.01401E+13,phantomagate,,,,,,RT @KronosStar There has been an explosion from inside the apartment building.  Several people are down. #KronosStar #DancingDolphinFire #AFDHeroes
mbdata,2.01401E+13,vonneka,,,,,,RT @CentralBulletin explosion heard at dancing dolphin apartment #Abila #CentralBulletin
mbdata,2.01401E+13,BlueVelvet,,,,,,RT @CentralBulletin explosion heard at dancing dolphin apartment #Abila #CentralBulletin
mbdata,2.01401E+13,sithLordJames,,,,,,RT @CentralBulletin explosion heard at dancing dolphin apartment #Abila #CentralBulletin
mbdata,2.01401E+13,gardener4958,,,,,,RT @KronosStar There has been an explosion from inside the apartment building.  Several people are down. #KronosStar #DancingDolphinFire #AFDHeroes
mbdata,2.01401E+13,plasticParts,,,,,,RT @AbilaPost unknown explosion heard from the @dancingdolphin #AbilaPost
mbdata,2.01401E+13,klingon4real,,,,,,RT @CentralBulletin explosion heard at dancing dolphin apartment #Abila #CentralBulletin
mbdata,2.01401E+13,lindyT,,,,,,RT @KronosStar There has been an explosion from inside the apartment building.  Several people are down. #KronosStar #DancingDolphinFire #AFDHeroes
mbdata,2.01401E+13,dolls4sale,,,,,,RT @redisrad What was that? #boom
mbdata,2.01401E+13,worldWatcher,,,,,,RT @CentralBulletin explosion heard at dancing dolphin apartment #Abila #CentralBulletin
